Agent,Fitness,Move 
67,82.0,0
41,10.0,0
Round:  and 12851
67,82.0,0
16,21.0,1
Round:  and 12852
67,82.0,0
95,21.0,1
Round:  and 12853
67,85.0,0
65,15.0,0
Round:  and 12854
67,88.0,0
18,10.0,0
Round:  and 12855
67,88.0,0
13,19.0,1
Round:  and 12856
67,88.0,0
94,16.0,1
Round:  and 12857
67,88.0,0
19,21.0,1
Round:  and 12858
67,88.0,0
93,21.0,1
Round:  and 12859
67,88.0,0
21,21.0,1
Round:  and 12860
67,88.0,0
92,21.0,1
Round:  and 12861
67,88.0,0
23,21.0,1
Round:  and 12862
67,88.0,0
91,21.0,1
Round:  and 12863
67,88.0,0
53,14.0,1
Round:  and 12864
67,91.0,0
44,10.0,0
Round:  and 12865
67,94.0,0
51,17.0,0
Round:  and 12866
67,97.0,0
47,10.0,0
Round:  and 12867
67,97.0,0
32,21.0,1
Round:  and 12868
67,97.0,0
90,21.0,1
Round:  and 12869
67,97.0,0
2,21.0,1
Round:  and 12870
67,97.0,0
89,21.0,1
Round:  and 12871
67,97.0,0
34,21.0,1
Round:  and 12872
67,97.0,0
88,21.0,1
Round:  and 12873
67,97.0,0
36,21.0,1
Round:  and 12874
67,97.0,0
87,21.0,1
Round:  and 12875
67,97.0,0
39,21.0,1
Round:  and 12876
67,97.0,0
86,21.0,1
Round:  and 12877
67,100.0,0
35,15.0,0
Round:  and 12878
67,103.0,0
70,12.0,0
Round:  and 12879
67,103.0,0
40,21.0,1
Round:  and 12880
67,103.0,0
84,21.0,1
Round:  and 12881
67,106.0,0
72,15.0,0
Round:  and 12882
67,109.0,0
24,15.0,0
Round:  and 12883
67,109.0,0
81,21.0,1
Round:  and 12884
67,112.0,0
14,15.0,0
Round:  and 12885
67,115.0,0
50,15.0,0
Round:  and 12886
67,118.0,0
69,15.0,0
Round:  and 12887
67,121.0,0
62,15.0,0
Round:  and 12888
67,124.0,0
31,10.0,0
Round:  and 12889
67,124.0,0
49,21.0,1
Round:  and 12890
67,127.0,0
76,10.0,0
Round:  and 12891
67,130.0,0
57,17.0,0
Round:  and 12892
67,133.0,0
37,10.0,0
Round:  and 12893
67,136.0,0
52,15.0,0
Round:  and 12894
67,139.0,0
45,10.0,0
Round:  and 12895
67,139.0,0
64,21.0,1
Round:  and 12896
67,142.0,0
10,10.0,0
Round:  and 12897
67,142.0,0
63,21.0,1
Round:  and 12898
67,142.0,0
46,14.0,1
Round:  and 12899
67,142.0,0
59,21.0,1
Round:  and 12900
67,142.0,0
48,14.0,1
Round:  and 12901
5,4.0,0
83,369.0,1
Round:  and 12902
5,4.0,0
12,292.0,1
Round:  and 12903
5,7.0,0
1,148.0,0
Round:  and 12904
5,10.0,0
67,145.0,0
Round:  and 12905
5,16.0,0
5,16.0,0
Round:  and 12906
5,19.0,0
66,13.0,0
Round:  and 12907
5,22.0,0
20,13.0,0
Round:  and 12908
5,25.0,0
61,13.0,0
Round:  and 12909
5,28.0,0
26,13.0,0
Round:  and 12910
5,31.0,0
58,13.0,0
Round:  and 12911
5,34.0,0
42,13.0,0
Round:  and 12912
5,37.0,0
54,13.0,0
Round:  and 12913
5,37.0,0
33,19.0,1
Round:  and 12914
5,37.0,0
77,19.0,1
Round:  and 12915
5,37.0,0
15,19.0,1
Round:  and 12916
5,40.0,0
75,13.0,0
Round:  and 12917
5,40.0,0
30,19.0,1
Round:  and 12918
5,40.0,0
74,19.0,1
Round:  and 12919
5,40.0,0
28,19.0,1
Round:  and 12920
5,43.0,0
80,13.0,0
Round:  and 12921
5,43.0,0
25,19.0,1
Round:  and 12922
5,43.0,0
85,19.0,1
Round:  and 12923
5,43.0,0
17,19.0,1
Round:  and 12924
5,46.0,0
79,13.0,0
Round:  and 12925
5,46.0,0
68,19.0,1
Round:  and 12926
5,49.0,0
11,13.0,0
Round:  and 12927
5,52.0,0
22,13.0,0
Round:  and 12928
5,55.0,0
60,13.0,0
Round:  and 12929
5,58.0,0
82,20.0,0
Round:  and 12930
5,61.0,0
7,18.0,0
Round:  and 12931
5,61.0,0
43,21.0,1
Round:  and 12932
5,64.0,0
71,13.0,0
Round:  and 12933
5,64.0,0
4,26.0,1
Round:  and 12934
5,64.0,0
100,21.0,1
Round:  and 12935
5,64.0,0
6,26.0,1
Round:  and 12936
5,64.0,0
99,26.0,1
Round:  and 12937
5,64.0,0
8,26.0,1
Round:  and 12938
5,64.0,0
98,26.0,1
Round:  and 12939
5,67.0,0
29,18.0,0
Round:  and 12940
5,70.0,0
73,18.0,0
Round:  and 12941
5,70.0,0
9,26.0,1
Round:  and 12942
5,70.0,0
97,26.0,1
Round:  and 12943
5,70.0,0
96,26.0,1
Round:  and 12944
5,70.0,0
3,21.0,1
Round:  and 12945
5,70.0,0
56,19.0,1
Round:  and 12946
5,73.0,0
38,13.0,0
Round:  and 12947
5,76.0,0
27,18.0,0
Round:  and 12948
5,79.0,0
78,18.0,0
Round:  and 12949
5,79.0,0
55,19.0,1
Round:  and 12950
5,82.0,0
41,13.0,0
Round:  and 12951
5,82.0,0
16,26.0,1
Round:  and 12952
5,82.0,0
95,26.0,1
Round:  and 12953
5,85.0,0
65,18.0,0
Round:  and 12954
5,88.0,0
18,13.0,0
Round:  and 12955
5,88.0,0
13,24.0,1
Round:  and 12956
5,88.0,0
94,21.0,1
Round:  and 12957
5,88.0,0
19,26.0,1
Round:  and 12958
5,88.0,0
93,26.0,1
Round:  and 12959
5,88.0,0
21,26.0,1
Round:  and 12960
5,88.0,0
92,26.0,1
Round:  and 12961
5,88.0,0
23,26.0,1
Round:  and 12962
5,88.0,0
91,26.0,1
Round:  and 12963
5,88.0,0
53,19.0,1
Round:  and 12964
5,91.0,0
44,13.0,0
Round:  and 12965
5,94.0,0
51,20.0,0
Round:  and 12966
5,97.0,0
47,13.0,0
Round:  and 12967
5,97.0,0
32,26.0,1
Round:  and 12968
5,97.0,0
90,26.0,1
Round:  and 12969
5,97.0,0
2,26.0,1
Round:  and 12970
5,97.0,0
89,26.0,1
Round:  and 12971
5,97.0,0
34,26.0,1
Round:  and 12972
5,97.0,0
88,26.0,1
Round:  and 12973
5,97.0,0
36,26.0,1
Round:  and 12974
5,97.0,0
87,26.0,1
Round:  and 12975
5,97.0,0
39,26.0,1
Round:  and 12976
5,97.0,0
86,26.0,1
Round:  and 12977
5,100.0,0
35,18.0,0
Round:  and 12978
5,103.0,0
70,15.0,0
Round:  and 12979
5,103.0,0
40,26.0,1
Round:  and 12980
5,103.0,0
84,26.0,1
Round:  and 12981
5,106.0,0
72,18.0,0
Round:  and 12982
5,109.0,0
24,18.0,0
Round:  and 12983
5,109.0,0
81,26.0,1
Round:  and 12984
5,112.0,0
14,18.0,0
Round:  and 12985
5,115.0,0
50,18.0,0
Round:  and 12986
5,118.0,0
69,18.0,0
Round:  and 12987
5,121.0,0
62,18.0,0
Round:  and 12988
5,124.0,0
31,13.0,0
Round:  and 12989
5,124.0,0
49,26.0,1
Round:  and 12990
5,127.0,0
76,13.0,0
Round:  and 12991
5,130.0,0
57,20.0,0
Round:  and 12992
5,133.0,0
37,13.0,0
Round:  and 12993
5,136.0,0
52,18.0,0
Round:  and 12994
5,139.0,0
45,13.0,0
Round:  and 12995
5,139.0,0
64,26.0,1
Round:  and 12996
5,142.0,0
10,13.0,0
Round:  and 12997
5,142.0,0
63,26.0,1
Round:  and 12998
5,142.0,0
46,19.0,1
Round:  and 12999
5,142.0,0
59,26.0,1
Round:  and 13000
5,142.0,0
48,19.0,1
Round:  and 13001
66,4.0,0
83,374.0,1
Round:  and 13002
66,4.0,0
12,297.0,1
Round:  and 13003
66,7.0,0
1,151.0,0
Round:  and 13004
66,10.0,0
67,148.0,0
Round:  and 13005
66,13.0,0
5,145.0,0
Round:  and 13006
66,19.0,0
66,19.0,0
Round:  and 13007
66,22.0,0
20,16.0,0
Round:  and 13008
66,25.0,0
61,16.0,0
Round:  and 13009
66,28.0,0
26,16.0,0
Round:  and 13010
66,31.0,0
58,16.0,0
Round:  and 13011
66,34.0,0
42,16.0,0
Round:  and 13012
66,37.0,0
54,16.0,0
Round:  and 13013
66,37.0,0
33,24.0,1
Round:  and 13014
66,37.0,0
77,24.0,1
Round:  and 13015
66,37.0,0
15,24.0,1
Round:  and 13016
66,40.0,0
75,16.0,0
Round:  and 13017
66,40.0,0
30,24.0,1
Round:  and 13018
66,40.0,0
74,24.0,1
Round:  and 13019
66,40.0,0
28,24.0,1
Round:  and 13020
66,43.0,0
80,16.0,0
Round:  and 13021
66,43.0,0
25,24.0,1
Round:  and 13022
66,43.0,0
85,24.0,1
Round:  and 13023
66,43.0,0
17,24.0,1
Round:  and 13024
66,46.0,0
79,16.0,0
Round:  and 13025
66,46.0,0
68,24.0,1
Round:  and 13026
66,49.0,0
11,16.0,0
Round:  and 13027
66,52.0,0
22,16.0,0
Round:  and 13028
66,55.0,0
60,16.0,0
Round:  and 13029
66,58.0,0
82,23.0,0
Round:  and 13030
66,61.0,0
7,21.0,0
Round:  and 13031
66,61.0,0
43,26.0,1
Round:  and 13032
66,64.0,0
71,16.0,0
Round:  and 13033
66,64.0,0
4,31.0,1
Round:  and 13034
66,64.0,0
100,26.0,1
Round:  and 13035
66,64.0,0
6,31.0,1
Round:  and 13036
66,64.0,0
99,31.0,1
Round:  and 13037
66,64.0,0
8,31.0,1
Round:  and 13038
66,64.0,0
98,31.0,1
Round:  and 13039
66,67.0,0
29,21.0,0
Round:  and 13040
66,70.0,0
73,21.0,0
Round:  and 13041
66,70.0,0
9,31.0,1
Round:  and 13042
66,70.0,0
97,31.0,1
Round:  and 13043
66,70.0,0
96,31.0,1
Round:  and 13044
66,70.0,0
3,26.0,1
Round:  and 13045
66,70.0,0
56,24.0,1
Round:  and 13046
66,73.0,0
38,16.0,0
Round:  and 13047
66,76.0,0
27,21.0,0
Round:  and 13048
66,79.0,0
78,21.0,0
Round:  and 13049
66,79.0,0
55,24.0,1
Round:  and 13050
66,82.0,0
41,16.0,0
Round:  and 13051
66,82.0,0
16,31.0,1
Round:  and 13052
66,82.0,0
95,31.0,1
Round:  and 13053
66,85.0,0
65,21.0,0
Round:  and 13054
66,88.0,0
18,16.0,0
Round:  and 13055
66,88.0,0
13,29.0,1
Round:  and 13056
66,88.0,0
94,26.0,1
Round:  and 13057
66,88.0,0
19,31.0,1
Round:  and 13058
66,88.0,0
93,31.0,1
Round:  and 13059
66,88.0,0
21,31.0,1
Round:  and 13060
66,88.0,0
92,31.0,1
Round:  and 13061
66,88.0,0
23,31.0,1
Round:  and 13062
66,88.0,0
91,31.0,1
Round:  and 13063
66,88.0,0
53,24.0,1
Round:  and 13064
66,91.0,0
44,16.0,0
Round:  and 13065
66,94.0,0
51,23.0,0
Round:  and 13066
66,97.0,0
47,16.0,0
Round:  and 13067
66,97.0,0
32,31.0,1
Round:  and 13068
66,97.0,0
90,31.0,1
Round:  and 13069
66,97.0,0
2,31.0,1
Round:  and 13070
66,97.0,0
89,31.0,1
Round:  and 13071
66,97.0,0
34,31.0,1
Round:  and 13072
66,97.0,0
88,31.0,1
Round:  and 13073
66,97.0,0
36,31.0,1
Round:  and 13074
66,97.0,0
87,31.0,1
Round:  and 13075
66,97.0,0
39,31.0,1
Round:  and 13076
66,97.0,0
86,31.0,1
Round:  and 13077
66,100.0,0
35,21.0,0
Round:  and 13078
66,103.0,0
70,18.0,0
Round:  and 13079
66,103.0,0
40,31.0,1
Round:  and 13080
66,103.0,0
84,31.0,1
Round:  and 13081
66,106.0,0
72,21.0,0
Round:  and 13082
66,109.0,0
24,21.0,0
Round:  and 13083
66,109.0,0
81,31.0,1
Round:  and 13084
66,112.0,0
14,21.0,0
Round:  and 13085
66,115.0,0
50,21.0,0
Round:  and 13086
66,118.0,0
69,21.0,0
Round:  and 13087
66,121.0,0
62,21.0,0
Round:  and 13088
66,124.0,0
31,16.0,0
Round:  and 13089
66,124.0,0
49,31.0,1
Round:  and 13090
66,127.0,0
76,16.0,0
Round:  and 13091
66,130.0,0
57,23.0,0
Round:  and 13092
66,133.0,0
37,16.0,0
Round:  and 13093
66,136.0,0
52,21.0,0
Round:  and 13094
66,139.0,0
45,16.0,0
Round:  and 13095
66,139.0,0
64,31.0,1
Round:  and 13096
66,142.0,0
10,16.0,0
Round:  and 13097
66,142.0,0
63,31.0,1
Round:  and 13098
66,142.0,0
46,24.0,1
Round:  and 13099
66,142.0,0
59,31.0,1
Round:  and 13100
66,142.0,0
48,24.0,1
Round:  and 13101
20,4.0,0
83,379.0,1
Round:  and 13102
20,4.0,0
12,302.0,1
Round:  and 13103
20,7.0,0
1,154.0,0
Round:  and 13104
20,10.0,0
67,151.0,0
Round:  and 13105
20,13.0,0
5,148.0,0
Round:  and 13106
20,16.0,0
66,145.0,0
Round:  and 13107
20,22.0,0
20,22.0,0
Round:  and 13108
20,25.0,0
61,19.0,0
Round:  and 13109
20,28.0,0
26,19.0,0
Round:  and 13110
20,31.0,0
58,19.0,0
Round:  and 13111
20,34.0,0
42,19.0,0
Round:  and 13112
20,37.0,0
54,19.0,0
Round:  and 13113
20,37.0,0
33,29.0,1
Round:  and 13114
20,37.0,0
77,29.0,1
Round:  and 13115
20,37.0,0
15,29.0,1
Round:  and 13116
20,40.0,0
75,19.0,0
Round:  and 13117
20,40.0,0
30,29.0,1
Round:  and 13118
20,40.0,0
74,29.0,1
Round:  and 13119
20,40.0,0
28,29.0,1
Round:  and 13120
20,43.0,0
80,19.0,0
Round:  and 13121
20,43.0,0
25,29.0,1
Round:  and 13122
20,43.0,0
85,29.0,1
Round:  and 13123
20,43.0,0
17,29.0,1
Round:  and 13124
20,46.0,0
79,19.0,0
Round:  and 13125
20,46.0,0
68,29.0,1
Round:  and 13126
20,49.0,0
11,19.0,0
Round:  and 13127
20,52.0,0
22,19.0,0
Round:  and 13128
20,55.0,0
60,19.0,0
Round:  and 13129
20,58.0,0
82,26.0,0
Round:  and 13130
20,61.0,0
7,24.0,0
Round:  and 13131
20,61.0,0
43,31.0,1
Round:  and 13132
20,64.0,0
71,19.0,0
Round:  and 13133
20,64.0,0
4,36.0,1
Round:  and 13134
20,64.0,0
100,31.0,1
Round:  and 13135
20,64.0,0
6,36.0,1
Round:  and 13136
20,64.0,0
99,36.0,1
Round:  and 13137
20,64.0,0
8,36.0,1
Round:  and 13138
20,64.0,0
98,36.0,1
Round:  and 13139
20,67.0,0
29,24.0,0
Round:  and 13140
20,70.0,0
73,24.0,0
Round:  and 13141
20,70.0,0
9,36.0,1
Round:  and 13142
20,70.0,0
97,36.0,1
Round:  and 13143
20,70.0,0
96,36.0,1
Round:  and 13144
20,70.0,0
3,31.0,1
Round:  and 13145
20,70.0,0
56,29.0,1
Round:  and 13146
20,73.0,0
38,19.0,0
Round:  and 13147
20,76.0,0
27,24.0,0
Round:  and 13148
20,79.0,0
78,24.0,0
Round:  and 13149
20,79.0,0
55,29.0,1
Round:  and 13150
20,82.0,0
41,19.0,0
Round:  and 13151
20,82.0,0
16,36.0,1
Round:  and 13152
20,82.0,0
95,36.0,1
Round:  and 13153
20,85.0,0
65,24.0,0
Round:  and 13154
20,88.0,0
18,19.0,0
Round:  and 13155
20,88.0,0
13,34.0,1
Round:  and 13156
20,88.0,0
94,31.0,1
Round:  and 13157
20,88.0,0
19,36.0,1
Round:  and 13158
20,88.0,0
93,36.0,1
Round:  and 13159
20,88.0,0
21,36.0,1
Round:  and 13160
20,88.0,0
92,36.0,1
Round:  and 13161
20,88.0,0
23,36.0,1
Round:  and 13162
20,88.0,0
91,36.0,1
Round:  and 13163
20,88.0,0
53,29.0,1
Round:  and 13164
20,91.0,0
44,19.0,0
Round:  and 13165
20,94.0,0
51,26.0,0
Round:  and 13166
20,97.0,0
47,19.0,0
Round:  and 13167
20,97.0,0
32,36.0,1
Round:  and 13168
20,97.0,0
90,36.0,1
Round:  and 13169
20,97.0,0
2,36.0,1
Round:  and 13170
20,97.0,0
89,36.0,1
Round:  and 13171
20,97.0,0
34,36.0,1
Round:  and 13172
20,97.0,0
88,36.0,1
Round:  and 13173
20,97.0,0
36,36.0,1
Round:  and 13174
20,97.0,0
87,36.0,1
Round:  and 13175
20,97.0,0
39,36.0,1
Round:  and 13176
20,97.0,0
86,36.0,1
Round:  and 13177
20,100.0,0
35,24.0,0
Round:  and 13178
20,103.0,0
70,21.0,0
Round:  and 13179
20,103.0,0
40,36.0,1
Round:  and 13180
20,103.0,0
84,36.0,1
Round:  and 13181
20,106.0,0
72,24.0,0
Round:  and 13182
20,109.0,0
24,24.0,0
Round:  and 13183
20,109.0,0
81,36.0,1
Round:  and 13184
20,112.0,0
14,24.0,0
Round:  and 13185
20,115.0,0
50,24.0,0
Round:  and 13186
20,118.0,0
69,24.0,0
Round:  and 13187
20,121.0,0
62,24.0,0
Round:  and 13188
20,124.0,0
31,19.0,0
Round:  and 13189
20,124.0,0
49,36.0,1
Round:  and 13190
20,127.0,0
76,19.0,0
Round:  and 13191
20,130.0,0
57,26.0,0
Round:  and 13192
20,133.0,0
37,19.0,0
Round:  and 13193
20,136.0,0
52,24.0,0
Round:  and 13194
20,139.0,0
45,19.0,0
Round:  and 13195
20,139.0,0
64,36.0,1
Round:  and 13196
20,142.0,0
10,19.0,0
Round:  and 13197
20,142.0,0
63,36.0,1
Round:  and 13198
20,142.0,0
46,29.0,1
Round:  and 13199
20,142.0,0
59,36.0,1
Round:  and 13200
20,142.0,0
48,29.0,1
Round:  and 13201
61,4.0,0
83,384.0,1
Round:  and 13202
61,4.0,0
12,307.0,1
Round:  and 13203
61,7.0,0
1,157.0,0
Round:  and 13204
61,10.0,0
67,154.0,0
Round:  and 13205
61,13.0,0
5,151.0,0
Round:  and 13206
61,16.0,0
66,148.0,0
Round:  and 13207
61,19.0,0
20,145.0,0
Round:  and 13208
61,25.0,0
61,25.0,0
Round:  and 13209
61,28.0,0
26,22.0,0
Round:  and 13210
61,31.0,0
58,22.0,0
Round:  and 13211
61,34.0,0
42,22.0,0
Round:  and 13212
61,37.0,0
54,22.0,0
Round:  and 13213
61,37.0,0
33,34.0,1
Round:  and 13214
61,37.0,0
77,34.0,1
Round:  and 13215
61,37.0,0
15,34.0,1
Round:  and 13216
61,40.0,0
75,22.0,0
Round:  and 13217
61,40.0,0
30,34.0,1
Round:  and 13218
61,40.0,0
74,34.0,1
Round:  and 13219
61,40.0,0
28,34.0,1
Round:  and 13220
61,43.0,0
80,22.0,0
Round:  and 13221
61,43.0,0
25,34.0,1
Round:  and 13222
61,43.0,0
85,34.0,1
Round:  and 13223
61,43.0,0
17,34.0,1
Round:  and 13224
61,46.0,0
79,22.0,0
Round:  and 13225
61,46.0,0
68,34.0,1
Round:  and 13226
61,49.0,0
11,22.0,0
Round:  and 13227
61,52.0,0
22,22.0,0
Round:  and 13228
61,55.0,0
60,22.0,0
Round:  and 13229
61,58.0,0
82,29.0,0
Round:  and 13230
61,61.0,0
7,27.0,0
Round:  and 13231
61,61.0,0
43,36.0,1
Round:  and 13232
61,64.0,0
71,22.0,0
Round:  and 13233
61,64.0,0
4,41.0,1
Round:  and 13234
61,64.0,0
100,36.0,1
Round:  and 13235
61,64.0,0
6,41.0,1
Round:  and 13236
61,64.0,0
99,41.0,1
Round:  and 13237
61,64.0,0
8,41.0,1
Round:  and 13238
61,64.0,0
98,41.0,1
Round:  and 13239
61,67.0,0
29,27.0,0
Round:  and 13240
61,70.0,0
73,27.0,0
Round:  and 13241
61,70.0,0
9,41.0,1
Round:  and 13242
61,70.0,0
97,41.0,1
Round:  and 13243
61,70.0,0
96,41.0,1
Round:  and 13244
61,70.0,0
3,36.0,1
Round:  and 13245
61,70.0,0
56,34.0,1
Round:  and 13246
61,73.0,0
38,22.0,0
Round:  and 13247
61,76.0,0
27,27.0,0
Round:  and 13248
61,79.0,0
78,27.0,0
Round:  and 13249
61,79.0,0
55,34.0,1
Round:  and 13250
61,82.0,0
41,22.0,0
Round:  and 13251
61,82.0,0
16,41.0,1
Round:  and 13252
61,82.0,0
95,41.0,1
Round:  and 13253
61,85.0,0
65,27.0,0
Round:  and 13254
61,88.0,0
18,22.0,0
Round:  and 13255
61,88.0,0
13,39.0,1
Round:  and 13256
61,88.0,0
94,36.0,1
Round:  and 13257
61,88.0,0
19,41.0,1
Round:  and 13258
61,88.0,0
93,41.0,1
Round:  and 13259
61,88.0,0
21,41.0,1
Round:  and 13260
61,88.0,0
92,41.0,1
Round:  and 13261
61,88.0,0
23,41.0,1
Round:  and 13262
61,88.0,0
91,41.0,1
Round:  and 13263
61,88.0,0
53,34.0,1
Round:  and 13264
61,91.0,0
44,22.0,0
Round:  and 13265
61,94.0,0
51,29.0,0
Round:  and 13266
61,97.0,0
47,22.0,0
Round:  and 13267
61,97.0,0
32,41.0,1
Round:  and 13268
61,97.0,0
90,41.0,1
Round:  and 13269
61,97.0,0
2,41.0,1
Round:  and 13270
61,97.0,0
89,41.0,1
Round:  and 13271
61,97.0,0
34,41.0,1
Round:  and 13272
61,97.0,0
88,41.0,1
Round:  and 13273
61,97.0,0
36,41.0,1
Round:  and 13274
61,97.0,0
87,41.0,1
Round:  and 13275
61,97.0,0
39,41.0,1
Round:  and 13276
61,97.0,0
86,41.0,1
Round:  and 13277
61,100.0,0
35,27.0,0
Round:  and 13278
61,103.0,0
70,24.0,0
Round:  and 13279
61,103.0,0
40,41.0,1
Round:  and 13280
61,103.0,0
84,41.0,1
Round:  and 13281
61,106.0,0
72,27.0,0
Round:  and 13282
61,109.0,0
24,27.0,0
Round:  and 13283
61,109.0,0
81,41.0,1
Round:  and 13284
61,112.0,0
14,27.0,0
Round:  and 13285
61,115.0,0
50,27.0,0
Round:  and 13286
61,118.0,0
69,27.0,0
Round:  and 13287
61,121.0,0
62,27.0,0
Round:  and 13288
61,124.0,0
31,22.0,0
Round:  and 13289
61,124.0,0
49,41.0,1
Round:  and 13290
61,127.0,0
76,22.0,0
Round:  and 13291
61,130.0,0
57,29.0,0
Round:  and 13292
61,133.0,0
37,22.0,0
Round:  and 13293
61,136.0,0
52,27.0,0
Round:  and 13294
61,139.0,0
45,22.0,0
Round:  and 13295
61,139.0,0
64,41.0,1
Round:  and 13296
61,142.0,0
10,22.0,0
Round:  and 13297
61,142.0,0
63,41.0,1
Round:  and 13298
61,142.0,0
46,34.0,1
Round:  and 13299
61,142.0,0
59,41.0,1
Round:  and 13300
61,142.0,0
48,34.0,1
Round:  and 13301
26,4.0,0
83,389.0,1
Round:  and 13302
26,4.0,0
12,312.0,1
Round:  and 13303
26,7.0,0
1,160.0,0
Round:  and 13304
26,10.0,0
67,157.0,0
Round:  and 13305
26,13.0,0
5,154.0,0
Round:  and 13306
26,16.0,0
66,151.0,0
Round:  and 13307
26,19.0,0
20,148.0,0
Round:  and 13308
26,22.0,0
61,145.0,0
Round:  and 13309
26,28.0,0
26,28.0,0
Round:  and 13310
26,31.0,0
58,25.0,0
Round:  and 13311
26,34.0,0
42,25.0,0
Round:  and 13312
26,37.0,0
54,25.0,0
Round:  and 13313
26,37.0,0
33,39.0,1
Round:  and 13314
26,37.0,0
77,39.0,1
Round:  and 13315
26,37.0,0
15,39.0,1
Round:  and 13316
26,40.0,0
75,25.0,0
Round:  and 13317
26,40.0,0
30,39.0,1
Round:  and 13318
26,40.0,0
74,39.0,1
Round:  and 13319
26,40.0,0
28,39.0,1
Round:  and 13320
26,43.0,0
80,25.0,0
Round:  and 13321
26,43.0,0
25,39.0,1
Round:  and 13322
26,43.0,0
85,39.0,1
Round:  and 13323
26,43.0,0
17,39.0,1
Round:  and 13324
26,46.0,0
79,25.0,0
Round:  and 13325
26,46.0,0
68,39.0,1
Round:  and 13326
26,49.0,0
11,25.0,0
Round:  and 13327
26,52.0,0
22,25.0,0
Round:  and 13328
26,55.0,0
60,25.0,0
Round:  and 13329
26,58.0,0
82,32.0,0
Round:  and 13330
26,61.0,0
7,30.0,0
Round:  and 13331
26,61.0,0
43,41.0,1
Round:  and 13332
26,64.0,0
71,25.0,0
Round:  and 13333
26,64.0,0
4,46.0,1
Round:  and 13334
26,64.0,0
100,41.0,1
Round:  and 13335
26,64.0,0
6,46.0,1
Round:  and 13336
26,64.0,0
99,46.0,1
Round:  and 13337
26,64.0,0
8,46.0,1
Round:  and 13338
26,64.0,0
98,46.0,1
Round:  and 13339
26,67.0,0
29,30.0,0
Round:  and 13340
26,70.0,0
73,30.0,0
Round:  and 13341
26,70.0,0
9,46.0,1
Round:  and 13342
26,70.0,0
97,46.0,1
Round:  and 13343
26,70.0,0
96,46.0,1
Round:  and 13344
26,70.0,0
3,41.0,1
Round:  and 13345
26,70.0,0
56,39.0,1
Round:  and 13346
26,73.0,0
38,25.0,0
Round:  and 13347
26,76.0,0
27,30.0,0
Round:  and 13348
26,79.0,0
78,30.0,0
Round:  and 13349
26,79.0,0
55,39.0,1
Round:  and 13350
26,82.0,0
41,25.0,0
Round:  and 13351
26,82.0,0
16,46.0,1
Round:  and 13352
26,82.0,0
95,46.0,1
Round:  and 13353
26,85.0,0
65,30.0,0
Round:  and 13354
26,88.0,0
18,25.0,0
Round:  and 13355
26,88.0,0
13,44.0,1
Round:  and 13356
26,88.0,0
94,41.0,1
Round:  and 13357
26,88.0,0
19,46.0,1
Round:  and 13358
26,88.0,0
93,46.0,1
Round:  and 13359
26,88.0,0
21,46.0,1
Round:  and 13360
26,88.0,0
92,46.0,1
Round:  and 13361
26,88.0,0
23,46.0,1
Round:  and 13362
26,88.0,0
91,46.0,1
Round:  and 13363
26,88.0,0
53,39.0,1
Round:  and 13364
26,91.0,0
44,25.0,0
Round:  and 13365
26,94.0,0
51,32.0,0
Round:  and 13366
26,97.0,0
47,25.0,0
Round:  and 13367
26,97.0,0
32,46.0,1
Round:  and 13368
26,97.0,0
90,46.0,1
Round:  and 13369
26,97.0,0
2,46.0,1
Round:  and 13370
26,97.0,0
89,46.0,1
Round:  and 13371
26,97.0,0
34,46.0,1
Round:  and 13372
26,97.0,0
88,46.0,1
Round:  and 13373
26,97.0,0
36,46.0,1
Round:  and 13374
26,97.0,0
87,46.0,1
Round:  and 13375
26,97.0,0
39,46.0,1
Round:  and 13376
26,97.0,0
86,46.0,1
Round:  and 13377
26,100.0,0
35,30.0,0
Round:  and 13378
26,103.0,0
70,27.0,0
Round:  and 13379
26,103.0,0
40,46.0,1
Round:  and 13380
26,103.0,0
84,46.0,1
Round:  and 13381
26,106.0,0
72,30.0,0
Round:  and 13382
26,109.0,0
24,30.0,0
Round:  and 13383
26,109.0,0
81,46.0,1
Round:  and 13384
26,112.0,0
14,30.0,0
Round:  and 13385
26,115.0,0
50,30.0,0
Round:  and 13386
26,118.0,0
69,30.0,0
Round:  and 13387
26,121.0,0
62,30.0,0
Round:  and 13388
26,124.0,0
31,25.0,0
Round:  and 13389
26,124.0,0
49,46.0,1
Round:  and 13390
26,127.0,0
76,25.0,0
Round:  and 13391
26,130.0,0
57,32.0,0
Round:  and 13392
26,133.0,0
37,25.0,0
Round:  and 13393
26,136.0,0
52,30.0,0
Round:  and 13394
26,139.0,0
45,25.0,0
Round:  and 13395
26,139.0,0
64,46.0,1
Round:  and 13396
26,142.0,0
10,25.0,0
Round:  and 13397
26,142.0,0
63,46.0,1
Round:  and 13398
26,142.0,0
46,39.0,1
Round:  and 13399
26,142.0,0
59,46.0,1
Round:  and 13400
26,142.0,0
48,39.0,1
Round:  and 13401
58,4.0,0
83,394.0,1
Round:  and 13402
58,4.0,0
12,317.0,1
Round:  and 13403
58,7.0,0
1,163.0,0
Round:  and 13404
58,10.0,0
67,160.0,0
Round:  and 13405
58,13.0,0
5,157.0,0
Round:  and 13406
58,16.0,0
66,154.0,0
Round:  and 13407
58,19.0,0
20,151.0,0
Round:  and 13408
58,22.0,0
61,148.0,0
Round:  and 13409
58,25.0,0
