Agent,Fitness,Move 
Round:  and 2880
52,239.0,1
90,21.0,1
Round:  and 2881
52,241.0,1
23,21.0,1
Round:  and 2882
52,243.0,1
91,21.0,1
Round:  and 2883
52,245.0,1
21,21.0,1
Round:  and 2884
52,247.0,1
92,21.0,1
Round:  and 2885
52,249.0,1
19,21.0,1
Round:  and 2886
52,251.0,1
93,21.0,1
Round:  and 2887
52,253.0,1
13,21.0,1
Round:  and 2888
52,258.0,1
94,19.0,0
Round:  and 2889
52,260.0,1
16,21.0,1
Round:  and 2890
52,262.0,1
95,21.0,1
Round:  and 2891
52,267.0,1
3,19.0,0
Round:  and 2892
52,269.0,1
96,21.0,1
Round:  and 2893
52,271.0,1
9,21.0,1
Round:  and 2894
52,273.0,1
97,21.0,1
Round:  and 2895
52,275.0,1
8,21.0,1
Round:  and 2896
52,277.0,1
98,21.0,1
Round:  and 2897
52,279.0,1
6,21.0,1
Round:  and 2898
52,281.0,1
99,21.0,1
Round:  and 2899
52,283.0,1
4,21.0,1
Round:  and 2900
52,288.0,1
100,19.0,0
Round:  and 2901
44,7.0,0
47,154.0,0
Round:  and 2902
44,10.0,0
51,151.0,0
Round:  and 2903
44,13.0,0
45,148.0,0
Round:  and 2904
44,16.0,0
52,291.0,0
Round:  and 2905
44,22.0,0
44,22.0,0
Round:  and 2906
44,22.0,0
53,24.0,1
Round:  and 2907
44,25.0,0
42,19.0,0
Round:  and 2908
44,28.0,0
54,19.0,0
Round:  and 2909
44,31.0,0
41,19.0,0
Round:  and 2910
44,31.0,0
55,24.0,1
Round:  and 2911
44,34.0,0
38,19.0,0
Round:  and 2912
44,34.0,0
56,26.0,1
Round:  and 2913
44,37.0,0
37,19.0,0
Round:  and 2914
44,40.0,0
57,19.0,0
Round:  and 2915
44,43.0,0
26,19.0,0
Round:  and 2916
44,46.0,0
58,19.0,0
Round:  and 2917
44,46.0,0
48,24.0,1
Round:  and 2918
44,46.0,0
59,26.0,1
Round:  and 2919
44,49.0,0
22,21.0,0
Round:  and 2920
44,52.0,0
60,19.0,0
Round:  and 2921
44,55.0,0
20,19.0,0
Round:  and 2922
44,58.0,0
61,19.0,0
Round:  and 2923
44,61.0,0
31,19.0,0
Round:  and 2924
44,64.0,0
62,19.0,0
Round:  and 2925
44,64.0,0
46,24.0,1
Round:  and 2926
44,64.0,0
63,26.0,1
Round:  and 2927
44,67.0,0
10,19.0,0
Round:  and 2928
44,67.0,0
64,26.0,1
Round:  and 2929
44,70.0,0
18,21.0,0
Round:  and 2930
44,73.0,0
65,19.0,0
Round:  and 2931
44,76.0,0
5,19.0,0
Round:  and 2932
44,79.0,0
66,19.0,0
Round:  and 2933
44,82.0,0
1,19.0,0
Round:  and 2934
44,85.0,0
67,19.0,0
Round:  and 2935
44,88.0,0
11,19.0,0
Round:  and 2936
44,88.0,0
68,24.0,1
Round:  and 2937
44,91.0,0
50,21.0,0
Round:  and 2938
44,94.0,0
69,21.0,0
Round:  and 2939
44,97.0,0
35,19.0,0
Round:  and 2940
44,100.0,0
70,19.0,0
Round:  and 2941
44,100.0,0
43,26.0,1
Round:  and 2942
44,103.0,0
71,19.0,0
Round:  and 2943
44,106.0,0
24,21.0,0
Round:  and 2944
44,109.0,0
72,19.0,0
Round:  and 2945
44,112.0,0
29,19.0,0
Round:  and 2946
44,115.0,0
73,19.0,0
Round:  and 2947
44,115.0,0
30,24.0,1
Round:  and 2948
44,115.0,0
74,24.0,1
Round:  and 2949
44,115.0,0
15,24.0,1
Round:  and 2950
44,118.0,0
75,19.0,0
Round:  and 2951
44,118.0,0
49,26.0,1
Round:  and 2952
44,121.0,0
76,19.0,0
Round:  and 2953
44,121.0,0
33,24.0,1
Round:  and 2954
44,121.0,0
77,24.0,1
Round:  and 2955
44,124.0,0
27,19.0,0
Round:  and 2956
44,127.0,0
78,19.0,0
Round:  and 2957
44,127.0,0
17,26.0,1
Round:  and 2958
44,130.0,0
79,19.0,0
Round:  and 2959
44,130.0,0
28,26.0,1
Round:  and 2960
44,133.0,0
80,19.0,0
Round:  and 2961
44,136.0,0
14,19.0,0
Round:  and 2962
44,136.0,0
81,26.0,1
Round:  and 2963
44,139.0,0
7,19.0,0
Round:  and 2964
44,142.0,0
82,19.0,0
Round:  and 2965
44,142.0,0
12,24.0,1
Round:  and 2966
44,142.0,0
83,24.0,1
Round:  and 2967
44,142.0,0
40,26.0,1
Round:  and 2968
44,142.0,0
84,26.0,1
Round:  and 2969
44,142.0,0
25,24.0,1
Round:  and 2970
44,142.0,0
85,24.0,1
Round:  and 2971
44,142.0,0
39,26.0,1
Round:  and 2972
44,142.0,0
86,26.0,1
Round:  and 2973
44,142.0,0
36,26.0,1
Round:  and 2974
44,142.0,0
87,26.0,1
Round:  and 2975
44,142.0,0
34,26.0,1
Round:  and 2976
44,142.0,0
88,26.0,1
Round:  and 2977
44,142.0,0
2,26.0,1
Round:  and 2978
44,142.0,0
89,26.0,1
Round:  and 2979
44,142.0,0
32,26.0,1
Round:  and 2980
44,142.0,0
90,26.0,1
Round:  and 2981
44,142.0,0
23,26.0,1
Round:  and 2982
44,142.0,0
91,26.0,1
Round:  and 2983
44,142.0,0
21,26.0,1
Round:  and 2984
44,142.0,0
92,26.0,1
Round:  and 2985
44,142.0,0
19,26.0,1
Round:  and 2986
44,142.0,0
93,26.0,1
Round:  and 2987
44,142.0,0
13,26.0,1
Round:  and 2988
44,142.0,0
94,24.0,1
Round:  and 2989
44,142.0,0
16,26.0,1
Round:  and 2990
44,142.0,0
95,26.0,1
Round:  and 2991
44,142.0,0
3,24.0,1
Round:  and 2992
44,142.0,0
96,26.0,1
Round:  and 2993
44,142.0,0
9,26.0,1
Round:  and 2994
44,142.0,0
97,26.0,1
Round:  and 2995
44,142.0,0
8,26.0,1
Round:  and 2996
44,142.0,0
98,26.0,1
Round:  and 2997
44,142.0,0
6,26.0,1
Round:  and 2998
44,142.0,0
99,26.0,1
Round:  and 2999
44,142.0,0
4,26.0,1
Round:  and 3000
44,142.0,0
100,24.0,1
Round:  and 3001
53,9.0,1
47,154.0,0
Round:  and 3002
53,11.0,1
51,153.0,1
Round:  and 3003
53,16.0,1
45,148.0,0
Round:  and 3004
53,19.0,0
52,294.0,0
Round:  and 3005
53,24.0,1
44,142.0,0
Round:  and 3006
53,29.0,0
53,29.0,1
Round:  and 3007
53,34.0,1
42,19.0,0
Round:  and 3008
53,39.0,1
54,19.0,0
Round:  and 3009
53,44.0,1
41,19.0,0
Round:  and 3010
53,47.0,0
55,27.0,0
Round:  and 3011
53,52.0,1
38,19.0,0
Round:  and 3012
53,55.0,0
56,29.0,0
Round:  and 3013
53,60.0,1
37,19.0,0
Round:  and 3014
53,62.0,1
57,21.0,1
Round:  and 3015
53,67.0,1
26,19.0,0
Round:  and 3016
53,72.0,1
58,19.0,0
Round:  and 3017
53,75.0,0
48,27.0,0
Round:  and 3018
53,75.0,0
59,31.0,1
Round:  and 3019
53,80.0,1
22,21.0,0
Round:  and 3020
53,85.0,1
60,19.0,0
Round:  and 3021
53,90.0,1
20,19.0,0
Round:  and 3022
53,95.0,1
61,19.0,0
Round:  and 3023
53,100.0,1
31,19.0,0
Round:  and 3024
53,102.0,1
62,21.0,1
Round:  and 3025
53,102.0,0
46,29.0,1
Round:  and 3026
53,102.0,0
63,31.0,1
Round:  and 3027
53,107.0,1
10,19.0,0
Round:  and 3028
53,107.0,0
64,31.0,1
Round:  and 3029
53,112.0,1
18,21.0,0
Round:  and 3030
53,114.0,1
65,21.0,1
Round:  and 3031
53,119.0,1
5,19.0,0
Round:  and 3032
53,124.0,1
66,19.0,0
Round:  and 3033
53,129.0,1
1,19.0,0
Round:  and 3034
53,134.0,1
67,19.0,0
Round:  and 3035
53,139.0,1
11,19.0,0
Round:  and 3036
53,142.0,0
68,27.0,0
Round:  and 3037
53,144.0,1
50,23.0,1
Round:  and 3038
53,146.0,1
69,23.0,1
Round:  and 3039
53,148.0,1
35,21.0,1
Round:  and 3040
53,153.0,1
70,19.0,0
Round:  and 3041
53,156.0,0
43,29.0,0
Round:  and 3042
53,161.0,1
71,19.0,0
Round:  and 3043
53,166.0,1
24,21.0,0
Round:  and 3044
53,168.0,1
72,21.0,1
Round:  and 3045
53,170.0,1
29,21.0,1
Round:  and 3046
53,172.0,1
73,21.0,1
Round:  and 3047
53,172.0,0
30,29.0,1
Round:  and 3048
53,172.0,0
74,29.0,1
Round:  and 3049
53,172.0,0
15,29.0,1
Round:  and 3050
53,177.0,1
75,19.0,0
Round:  and 3051
53,177.0,0
49,31.0,1
Round:  and 3052
53,182.0,1
76,19.0,0
Round:  and 3053
53,182.0,0
33,29.0,1
Round:  and 3054
53,182.0,0
77,29.0,1
Round:  and 3055
53,184.0,1
27,21.0,1
Round:  and 3056
53,189.0,1
78,19.0,0
Round:  and 3057
53,192.0,0
17,29.0,0
Round:  and 3058
53,197.0,1
79,19.0,0
Round:  and 3059
53,197.0,0
28,31.0,1
Round:  and 3060
53,202.0,1
80,19.0,0
Round:  and 3061
53,204.0,1
14,21.0,1
Round:  and 3062
53,204.0,0
81,31.0,1
Round:  and 3063
53,206.0,1
7,21.0,1
Round:  and 3064
53,208.0,1
82,21.0,1
Round:  and 3065
53,208.0,0
12,29.0,1
Round:  and 3066
53,208.0,0
83,29.0,1
Round:  and 3067
53,208.0,0
40,31.0,1
Round:  and 3068
53,208.0,0
84,31.0,1
Round:  and 3069
53,208.0,0
25,29.0,1
Round:  and 3070
53,208.0,0
85,29.0,1
Round:  and 3071
53,208.0,0
39,31.0,1
Round:  and 3072
53,208.0,0
86,31.0,1
Round:  and 3073
53,208.0,0
36,31.0,1
Round:  and 3074
53,208.0,0
87,31.0,1
Round:  and 3075
53,208.0,0
34,31.0,1
Round:  and 3076
53,208.0,0
88,31.0,1
Round:  and 3077
53,208.0,0
2,31.0,1
Round:  and 3078
53,208.0,0
89,31.0,1
Round:  and 3079
53,208.0,0
32,31.0,1
Round:  and 3080
53,208.0,0
90,31.0,1
Round:  and 3081
53,208.0,0
23,31.0,1
Round:  and 3082
53,208.0,0
91,31.0,1
Round:  and 3083
53,208.0,0
21,31.0,1
Round:  and 3084
53,208.0,0
92,31.0,1
Round:  and 3085
53,208.0,0
19,31.0,1
Round:  and 3086
53,208.0,0
93,31.0,1
Round:  and 3087
53,208.0,0
13,31.0,1
Round:  and 3088
53,208.0,0
94,29.0,1
Round:  and 3089
53,208.0,0
16,31.0,1
Round:  and 3090
53,208.0,0
95,31.0,1
Round:  and 3091
53,208.0,0
3,29.0,1
Round:  and 3092
53,208.0,0
96,31.0,1
Round:  and 3093
53,208.0,0
9,31.0,1
Round:  and 3094
53,208.0,0
97,31.0,1
Round:  and 3095
53,208.0,0
8,31.0,1
Round:  and 3096
53,208.0,0
98,31.0,1
Round:  and 3097
53,208.0,0
6,31.0,1
Round:  and 3098
53,208.0,0
99,31.0,1
Round:  and 3099
53,208.0,0
4,31.0,1
Round:  and 3100
53,208.0,0
100,29.0,1
Round:  and 3101
42,7.0,0
47,157.0,0
Round:  and 3102
42,10.0,0
51,156.0,0
Round:  and 3103
42,13.0,0
45,151.0,0
Round:  and 3104
42,16.0,0
52,297.0,0
Round:  and 3105
42,19.0,0
44,145.0,0
Round:  and 3106
42,19.0,0
53,213.0,1
Round:  and 3107
42,25.0,0
42,25.0,0
Round:  and 3108
42,28.0,0
54,22.0,0
Round:  and 3109
42,31.0,0
41,22.0,0
Round:  and 3110
42,31.0,0
55,32.0,1
Round:  and 3111
42,34.0,0
38,22.0,0
Round:  and 3112
42,34.0,0
56,34.0,1
Round:  and 3113
42,37.0,0
37,22.0,0
Round:  and 3114
42,40.0,0
57,24.0,0
Round:  and 3115
42,43.0,0
26,22.0,0
Round:  and 3116
42,46.0,0
58,22.0,0
Round:  and 3117
42,46.0,0
48,32.0,1
Round:  and 3118
42,46.0,0
59,36.0,1
Round:  and 3119
42,49.0,0
22,24.0,0
Round:  and 3120
42,52.0,0
60,22.0,0
Round:  and 3121
42,55.0,0
20,22.0,0
Round:  and 3122
42,58.0,0
61,22.0,0
Round:  and 3123
42,61.0,0
31,22.0,0
Round:  and 3124
42,64.0,0
62,24.0,0
Round:  and 3125
42,64.0,0
46,34.0,1
Round:  and 3126
42,64.0,0
63,36.0,1
Round:  and 3127
42,67.0,0
10,22.0,0
Round:  and 3128
42,67.0,0
64,36.0,1
Round:  and 3129
42,70.0,0
18,24.0,0
Round:  and 3130
42,73.0,0
65,24.0,0
Round:  and 3131
42,76.0,0
5,22.0,0
Round:  and 3132
42,79.0,0
66,22.0,0
Round:  and 3133
42,82.0,0
1,22.0,0
Round:  and 3134
42,85.0,0
67,22.0,0
Round:  and 3135
42,88.0,0
11,22.0,0
Round:  and 3136
42,88.0,0
68,32.0,1
Round:  and 3137
42,91.0,0
50,26.0,0
Round:  and 3138
42,94.0,0
69,26.0,0
Round:  and 3139
42,97.0,0
35,24.0,0
Round:  and 3140
42,100.0,0
70,22.0,0
Round:  and 3141
42,100.0,0
43,34.0,1
Round:  and 3142
42,103.0,0
71,22.0,0
Round:  and 3143
42,106.0,0
24,24.0,0
Round:  and 3144
42,109.0,0
72,24.0,0
Round:  and 3145
42,112.0,0
29,24.0,0
Round:  and 3146
42,115.0,0
73,24.0,0
Round:  and 3147
42,115.0,0
30,34.0,1
Round:  and 3148
42,115.0,0
74,34.0,1
Round:  and 3149
42,115.0,0
15,34.0,1
Round:  and 3150
42,118.0,0
75,22.0,0
Round:  and 3151
42,118.0,0
49,36.0,1
Round:  and 3152
42,121.0,0
76,22.0,0
Round:  and 3153
42,121.0,0
33,34.0,1
Round:  and 3154
42,121.0,0
77,34.0,1
Round:  and 3155
42,124.0,0
27,24.0,0
Round:  and 3156
42,127.0,0
78,22.0,0
Round:  and 3157
42,127.0,0
17,34.0,1
Round:  and 3158
42,130.0,0
79,22.0,0
Round:  and 3159
42,130.0,0
28,36.0,1
Round:  and 3160
42,133.0,0
80,22.0,0
Round:  and 3161
42,136.0,0
14,24.0,0
Round:  and 3162
42,136.0,0
81,36.0,1
Round:  and 3163
42,139.0,0
7,24.0,0
Round:  and 3164
42,142.0,0
82,24.0,0
Round:  and 3165
42,142.0,0
12,34.0,1
Round:  and 3166
42,142.0,0
83,34.0,1
Round:  and 3167
42,142.0,0
40,36.0,1
Round:  and 3168
42,142.0,0
84,36.0,1
Round:  and 3169
42,142.0,0
25,34.0,1
Round:  and 3170
42,142.0,0
85,34.0,1
Round:  and 3171
42,142.0,0
39,36.0,1
Round:  and 3172
42,142.0,0
86,36.0,1
Round:  and 3173
42,142.0,0
36,36.0,1
Round:  and 3174
42,142.0,0
87,36.0,1
Round:  and 3175
42,142.0,0
34,36.0,1
Round:  and 3176
42,142.0,0
88,36.0,1
Round:  and 3177
42,142.0,0
2,36.0,1
Round:  and 3178
42,142.0,0
89,36.0,1
Round:  and 3179
42,142.0,0
32,36.0,1
Round:  and 3180
42,142.0,0
90,36.0,1
Round:  and 3181
42,142.0,0
23,36.0,1
Round:  and 3182
42,142.0,0
91,36.0,1
Round:  and 3183
42,142.0,0
21,36.0,1
Round:  and 3184
42,142.0,0
92,36.0,1
Round:  and 3185
42,142.0,0
19,36.0,1
Round:  and 3186
42,142.0,0
93,36.0,1
Round:  and 3187
42,142.0,0
13,36.0,1
Round:  and 3188
42,142.0,0
94,34.0,1
Round:  and 3189
42,142.0,0
16,36.0,1
Round:  and 3190
42,142.0,0
95,36.0,1
Round:  and 3191
42,142.0,0
3,34.0,1
Round:  and 3192
42,142.0,0
96,36.0,1
Round:  and 3193
42,142.0,0
9,36.0,1
Round:  and 3194
42,142.0,0
97,36.0,1
Round:  and 3195
42,142.0,0
8,36.0,1
Round:  and 3196
42,142.0,0
98,36.0,1
Round:  and 3197
42,142.0,0
6,36.0,1
Round:  and 3198
42,142.0,0
99,36.0,1
Round:  and 3199
42,142.0,0
4,36.0,1
Round:  and 3200
42,142.0,0
100,34.0,1
Round:  and 3201
54,7.0,0
47,160.0,0
Round:  and 3202
54,10.0,0
51,159.0,0
Round:  and 3203
54,13.0,0
45,154.0,0
Round:  and 3204
54,16.0,0
52,300.0,0
Round:  and 3205
54,19.0,0
44,148.0,0
Round:  and 3206
54,19.0,0
53,218.0,1
Round:  and 3207
54,22.0,0
42,145.0,0
Round:  and 3208
54,28.0,0
54,28.0,0
Round:  and 3209
54,31.0,0
41,25.0,0
Round:  and 3210
54,31.0,0
55,37.0,1
Round:  and 3211
54,34.0,0
38,25.0,0
Round:  and 3212
54,34.0,0
56,39.0,1
Round:  and 3213
54,37.0,0
37,25.0,0
Round:  and 3214
54,40.0,0
57,27.0,0
Round:  and 3215
54,43.0,0
26,25.0,0
Round:  and 3216
54,46.0,0
58,25.0,0
Round:  and 3217
54,46.0,0
48,37.0,1
Round:  and 3218
54,46.0,0
59,41.0,1
Round:  and 3219
54,49.0,0
22,27.0,0
Round:  and 3220
54,52.0,0
60,25.0,0
Round:  and 3221
54,55.0,0
20,25.0,0
Round:  and 3222
54,58.0,0
61,25.0,0
Round:  and 3223
54,61.0,0
31,25.0,0
Round:  and 3224
54,64.0,0
62,27.0,0
Round:  and 3225
54,64.0,0
46,39.0,1
Round:  and 3226
54,64.0,0
63,41.0,1
Round:  and 3227
54,67.0,0
10,25.0,0
Round:  and 3228
54,67.0,0
64,41.0,1
Round:  and 3229
54,70.0,0
18,27.0,0
Round:  and 3230
54,73.0,0
65,27.0,0
Round:  and 3231
54,76.0,0
5,25.0,0
Round:  and 3232
54,79.0,0
66,25.0,0
Round:  and 3233
54,82.0,0
1,25.0,0
Round:  and 3234
54,85.0,0
67,25.0,0
Round:  and 3235
54,88.0,0
11,25.0,0
Round:  and 3236
54,88.0,0
68,37.0,1
Round:  and 3237
54,91.0,0
50,29.0,0
Round:  and 3238
54,94.0,0
69,29.0,0
Round:  and 3239
54,97.0,0
35,27.0,0
Round:  and 3240
54,100.0,0
70,25.0,0
Round:  and 3241
54,100.0,0
43,39.0,1
Round:  and 3242
54,103.0,0
71,25.0,0
Round:  and 3243
54,106.0,0
24,27.0,0
Round:  and 3244
54,109.0,0
72,27.0,0
Round:  and 3245
54,112.0,0
29,27.0,0
Round:  and 3246
54,115.0,0
73,27.0,0
Round:  and 3247
54,115.0,0
30,39.0,1
Round:  and 3248
54,115.0,0
74,39.0,1
Round:  and 3249
54,115.0,0
15,39.0,1
Round:  and 3250
54,118.0,0
75,25.0,0
Round:  and 3251
54,118.0,0
49,41.0,1
Round:  and 3252
54,121.0,0
76,25.0,0
Round:  and 3253
54,121.0,0
33,39.0,1
Round:  and 3254
54,121.0,0
77,39.0,1
Round:  and 3255
54,124.0,0
27,27.0,0
Round:  and 3256
54,127.0,0
78,25.0,0
Round:  and 3257
54,127.0,0
17,39.0,1
Round:  and 3258
54,130.0,0
79,25.0,0
Round:  and 3259
54,130.0,0
28,41.0,1
Round:  and 3260
54,133.0,0
80,25.0,0
Round:  and 3261
54,136.0,0
14,27.0,0
Round:  and 3262
54,136.0,0
81,41.0,1
Round:  and 3263
54,139.0,0
7,27.0,0
Round:  and 3264
54,142.0,0
82,27.0,0
Round:  and 3265
54,142.0,0
12,39.0,1
Round:  and 3266
54,142.0,0
83,39.0,1
Round:  and 3267
54,142.0,0
40,41.0,1
Round:  and 3268
54,142.0,0
84,41.0,1
Round:  and 3269
54,142.0,0
25,39.0,1
Round:  and 3270
54,142.0,0
85,39.0,1
Round:  and 3271
54,142.0,0
39,41.0,1
Round:  and 3272
54,142.0,0
86,41.0,1
Round:  and 3273
54,142.0,0
36,41.0,1
Round:  and 3274
54,142.0,0
87,41.0,1
Round:  and 3275
54,142.0,0
34,41.0,1
Round:  and 3276
54,142.0,0
88,41.0,1
Round:  and 3277
54,142.0,0
2,41.0,1
Round:  and 3278
54,142.0,0
89,41.0,1
Round:  and 3279
54,142.0,0
32,41.0,1
Round:  and 3280
54,142.0,0
90,41.0,1
Round:  and 3281
54,142.0,0
23,41.0,1
Round:  and 3282
54,142.0,0
91,41.0,1
Round:  and 3283
54,142.0,0
21,41.0,1
Round:  and 3284
54,142.0,0
92,41.0,1
Round:  and 3285
54,142.0,0
19,41.0,1
Round:  and 3286
54,142.0,0
93,41.0,1
Round:  and 3287
54,142.0,0
13,41.0,1
Round:  and 3288
54,142.0,0
94,39.0,1
Round:  and 3289
54,142.0,0
16,41.0,1
Round:  and 3290
54,142.0,0
95,41.0,1
Round:  and 3291
54,142.0,0
3,39.0,1
Round:  and 3292
54,142.0,0
96,41.0,1
Round:  and 3293
54,142.0,0
9,41.0,1
Round:  and 3294
54,142.0,0
97,41.0,1
Round:  and 3295
54,142.0,0
8,41.0,1
Round:  and 3296
54,142.0,0
98,41.0,1
Round:  and 3297
54,142.0,0
6,41.0,1
Round:  and 3298
54,142.0,0
99,41.0,1
Round:  and 3299
54,142.0,0
4,41.0,1
Round:  and 3300
54,142.0,0
100,39.0,1
Round:  and 3301
41,7.0,0
47,163.0,0
Round:  and 3302
41,10.0,0
51,162.0,0
Round:  and 3303
41,13.0,0
45,157.0,0
Round:  and 3304
41,16.0,0
52,303.0,0
Round:  and 3305
41,19.0,0
44,151.0,0
Round:  and 3306
41,19.0,0
53,223.0,1
Round:  and 3307
41,22.0,0
42,148.0,0
Round:  and 3308
41,25.0,0
54,145.0,0
Round:  and 3309
41,31.0,0
41,31.0,0
Round:  and 3310
41,31.0,0
55,42.0,1
Round:  and 3311
41,34.0,0
38,28.0,0
Round:  and 3312
41,34.0,0
56,44.0,1
Round:  and 3313
41,37.0,0
37,28.0,0
Round:  and 3314
41,40.0,0
57,30.0,0
Round:  and 3315
41,43.0,0
26,28.0,0
Round:  and 3316
41,46.0,0
58,28.0,0
Round:  and 3317
41,46.0,0
48,42.0,1
Round:  and 3318
41,46.0,0
59,46.0,1
Round:  and 3319
41,49.0,0
22,30.0,0
Round:  and 3320
41,52.0,0
60,28.0,0
Round:  and 3321
41,55.0,0
20,28.0,0
Round:  and 3322
41,58.0,0
61,28.0,0
Round:  and 3323
41,61.0,0
31,28.0,0
Round:  and 3324
41,64.0,0
62,30.0,0
Round:  and 3325
41,64.0,0
46,44.0,1
Round:  and 3326
41,64.0,0
63,46.0,1
Round:  and 3327
41,67.0,0
10,28.0,0
Round:  and 3328
41,67.0,0
64,46.0,1
Round:  and 3329
41,70.0,0
18,30.0,0
Round:  and 3330
41,73.0,0
65,30.0,0
Round:  and 3331
41,76.0,0
5,28.0,0
Round:  and 3332
41,79.0,0
66,28.0,0
Round:  and 3333
41,82.0,0
1,28.0,0
Round:  and 3334
41,85.0,0
67,28.0,0
Round:  and 3335
41,88.0,0
11,28.0,0
Round:  and 3336
41,88.0,0
68,42.0,1
Round:  and 3337
41,91.0,0
50,32.0,0
Round:  and 3338
41,94.0,0
69,32.0,0
Round:  and 3339
41,97.0,0
35,30.0,0
Round:  and 3340
41,100.0,0
70,28.0,0
Round:  and 3341
41,100.0,0
43,44.0,1
Round:  and 3342
41,103.0,0
71,28.0,0
Round:  and 3343
41,106.0,0
24,30.0,0
Round:  and 3344
41,109.0,0
72,30.0,0
Round:  and 3345
41,112.0,0
29,30.0,0
Round:  and 3346
41,115.0,0
73,30.0,0
Round:  and 3347
41,115.0,0
30,44.0,1
Round:  and 3348
41,115.0,0
74,44.0,1
Round:  and 3349
41,115.0,0
15,44.0,1
Round:  and 3350
41,118.0,0
75,28.0,0
Round:  and 3351
41,118.0,0
49,46.0,1
Round:  and 3352
41,121.0,0
76,28.0,0
Round:  and 3353
41,121.0,0
33,44.0,1
Round:  and 3354
41,121.0,0
77,44.0,1
Round:  and 3355
41,124.0,0
27,30.0,0
Round:  and 3356
41,127.0,0
78,28.0,0
Round:  and 3357
41,127.0,0
17,44.0,1
Round:  and 3358
41,130.0,0
79,28.0,0
Round:  and 3359
41,130.0,0
28,46.0,1
Round:  and 3360
41,133.0,0
80,28.0,0
Round:  and 3361
41,136.0,0
14,30.0,0
Round:  and 3362
41,136.0,0
81,46.0,1
Round:  and 3363
41,139.0,0
7,30.0,0
Round:  and 3364
41,142.0,0
82,30.0,0
Round:  and 3365
41,142.0,0
12,44.0,1
Round:  and 3366
41,142.0,0
83,44.0,1
Round:  and 3367
41,142.0,0
40,46.0,1
Round:  and 3368
41,142.0,0
84,46.0,1
Round:  and 3369
41,142.0,0
25,44.0,1
Round:  and 3370
41,142.0,0
85,44.0,1
Round:  and 3371
41,142.0,0
39,46.0,1
Round:  and 3372
41,142.0,0
86,46.0,1
Round:  and 3373
41,142.0,0
36,46.0,1
Round:  and 3374
41,142.0,0
87,46.0,1
Round:  and 3375
41,142.0,0
34,46.0,1
Round:  and 3376
41,142.0,0
88,46.0,1
Round:  and 3377
41,142.0,0
2,46.0,1
Round:  and 3378
41,142.0,0
89,46.0,1
Round:  and 3379
41,142.0,0
32,46.0,1
Round:  and 3380
41,142.0,0
90,46.0,1
Round:  and 3381
41,142.0,0
23,46.0,1
Round:  and 3382
41,142.0,0
91,46.0,1
Round:  and 3383
41,142.0,0
21,46.0,1
Round:  and 3384
41,142.0,0
92,46.0,1
Round:  and 3385
41,142.0,0
19,46.0,1
Round:  and 3386
41,142.0,0
93,46.0,1
Round:  and 3387
41,142.0,0
13,46.0,1
Round:  and 3388
41,142.0,0
94,44.0,1
Round:  and 3389
41,142.0,0
16,46.0,1
Round:  and 3390
41,142.0,0
95,46.0,1
Round:  and 3391
41,142.0,0
3,44.0,1
Round:  and 3392
41,142.0,0
96,46.0,1
Round:  and 3393
41,142.0,0
9,46.0,1
Round:  and 3394
41,142.0,0
97,46.0,1
Round:  and 3395
41,142.0,0
8,46.0,1
Round:  and 3396
41,142.0,0
98,46.0,1
Round:  and 3397
41,142.0,0
6,46.0,1
Round:  and 3398
41,142.0,0
99,46.0,1
Round:  and 3399
41,142.0,0
4,46.0,1
Round:  and 3400
41,142.0,0
100,44.0,1
Round:  and 3401
55,9.0,1
47,163.0,0
Round:  and 3402
55,11.0,1
51,164.0,1
Round:  and 3403
55,16.0,1
45,157.0,0
Round:  and 3404
55,18.0,1
52,305.0,1
Round:  and 3405
55,23.0,1
44,151.0,0
Round:  and 3406
55,26.0,0
53,226.0,0
Round:  and 3407
55,31.0,1
42,148.0,0
Round:  and 3408
55,36.0,1
54,145.0,0
Round:  and 3409
55,41.0,1
41,142.0,0
Round:  and 3410
55,47.0,0
55,47.0,0
Round:  and 3411
55,52.0,1
38,28.0,0
Round:  and 3412
55,55.0,0
56,47.0,0
Round:  and 3413
55,60.0,1
37,28.0,0
Round:  and 3414
55,62.0,1
57,32.0,1
Round:  and 3415
55,67.0,1
26,28.0,0
Round:  and 3416
55,72.0,1
58,28.0,0
Round:  and 3417
55,75.0,0
48,45.0,0
Round:  and 3418
55,75.0,0
59,51.0,1
Round:  and 3419
55,80.0,1
22,30.0,0
Round:  and 3420
55,85.0,1
60,28.0,0
Round:  and 3421
55,90.0,1
20,28.0,0
Round:  and 3422
55,95.0,1
61,28.0,0
Round:  and 3423
55,100.0,1
31,28.0,0
Round:  and 3424
55,102.0,1
62,32.0,1
Round:  and 3425
55,102.0,0
46,49.0,1
Round:  and 3426
55,102.0,0
63,51.0,1
Round:  and 3427
55,107.0,1
10,28.0,0
Round:  and 3428
55,107.0,0
64,51.0,1
Round:  and 3429
55,112.0,1
18,30.0,0
Round:  and 3430
55,114.0,1
65,32.0,1
Round:  and 3431
55,119.0,1
5,28.0,0
Round:  and 3432
55,124.0,1
66,28.0,0
Round:  and 3433
55,129.0,1
1,28.0,0
Round:  and 3434
55,134.0,1
67,28.0,0
Round:  and 3435
55,139.0,1
11,28.0,0
Round:  and 3436
55,142.0,0
68,45.0,0
Round:  and 3437
55,144.0,1
50,34.0,1
Round:  and 3438
55,146.0,1
69,34.0,1
Round:  and 3439
