Agent,Fitness,Move
8,33,defect
16,38,defect
Generation: 25
30,33,cooperate
0,29,defect
Generation: 25
44,37,defect
41,28,defect
Generation: 26
19,20,cooperate
14,38,defect
Generation: 26
10,34,defect
15,27,defect
Generation: 26
36,23,cooperate
26,24,defect
Generation: 26
32,30,defect
40,38,defect
Generation: 26
44,39,cooperate
39,45,cooperate
Generation: 26
49,32,cooperate
18,30,defect
Generation: 26
11,31,defect
7,33,defect
Generation: 26
3,42,defect
37,45,defect
Generation: 26
6,29,defect
29,17,defect
Generation: 26
41,28,cooperate
46,25,defect
Generation: 26
21,37,defect
48,40,cooperate
Generation: 26
8,35,defect
43,35,cooperate
Generation: 26
42,33,defect
2,32,defect
Generation: 26
9,29,cooperate
33,27,defect
Generation: 26
45,50,defect
16,38,defect
Generation: 26
34,31,defect
4,19,cooperate
Generation: 26
38,37,defect
28,36,defect
Generation: 26
25,31,cooperate
0,29,defect
Generation: 26
24,38,defect
31,36,cooperate
Generation: 26
30,33,cooperate
13,39,cooperate
Generation: 26
35,43,defect
12,32,defect
Generation: 26
47,27,cooperate
23,31,cooperate
Generation: 26
20,56,cooperate
22,35,cooperate
Generation: 26
27,28,cooperate
1,43,cooperate
Generation: 26
5,40,defect
17,37,cooperate
Generation: 27
35,45,defect
30,36,cooperate
Generation: 27
26,24,defect
15,27,defect
Generation: 27
46,25,defect
29,17,defect
Generation: 27
6,31,defect
41,28,cooperate
Generation: 27
34,36,defect
32,32,defect
Generation: 27
9,29,defect
19,20,defect
Generation: 27
44,42,defect
24,43,defect
Generation: 27
21,42,defect
5,45,cooperate
Generation: 27
2,32,cooperate
28,36,cooperate
Generation: 27
11,33,cooperate
48,40,cooperate
Generation: 27
45,52,defect
42,35,defect
Generation: 27
18,30,defect
37,45,cooperate
Generation: 27
40,38,cooperate
47,30,cooperate
Generation: 27
43,35,defect
31,36,defect
Generation: 27
22,35,defect
0,29,cooperate
Generation: 27
8,40,defect
36,23,cooperate
Generation: 27
13,39,cooperate
17,37,cooperate
Generation: 27
12,32,cooperate
49,32,cooperate
Generation: 27
20,59,cooperate
27,31,cooperate
Generation: 27
3,44,defect
38,39,defect
Generation: 27
23,31,defect
4,19,defect
Generation: 27
10,36,defect
7,33,defect
Generation: 27
14,38,defect
25,31,cooperate
Generation: 27
1,43,cooperate
16,38,defect
Generation: 27
33,27,defect
39,45,defect
Generation: 28
15,27,defect
1,43,defect
Generation: 28
22,40,defect
3,46,defect
Generation: 28
41,28,defect
37,45,defect
Generation: 28
21,47,defect
45,54,defect
Generation: 28
7,33,defect
49,32,defect
Generation: 28
32,32,defect
5,45,defect
Generation: 28
12,35,defect
40,41,cooperate
Generation: 28
2,35,cooperate
20,62,cooperate
Generation: 28
9,31,defect
14,43,defect
Generation: 28
35,50,defect
33,29,defect
Generation: 28
4,19,cooperate
0,29,cooperate
Generation: 28
10,38,cooperate
26,26,defect
Generation: 28
17,37,cooperate
23,33,defect
Generation: 28
31,36,cooperate
48,40,defect
Generation: 28
11,36,defect
19,20,defect
Generation: 28
25,31,cooperate
30,36,defect
Generation: 28
39,45,defect
16,38,defect
Generation: 28
43,37,defect
28,36,defect
Generation: 28
36,23,cooperate
47,30,cooperate
Generation: 28
6,36,defect
34,38,defect
Generation: 28
18,35,defect
8,45,cooperate
Generation: 28
13,42,cooperate
27,31,cooperate
Generation: 28
29,17,cooperate
46,27,defect
Generation: 28
38,39,defect
24,43,cooperate
Generation: 28
42,35,defect
44,44,defect
Generation: 29
25,31,defect
36,26,cooperate
Generation: 29
4,22,defect
13,45,defect
Generation: 29
41,30,defect
6,38,defect
Generation: 29
28,36,defect
39,47,defect
Generation: 29
27,31,defect
17,37,cooperate
Generation: 29
38,44,defect
34,38,cooperate
Generation: 29
9,33,defect
7,35,defect
Generation: 29
21,49,defect
37,45,defect
Generation: 29
24,43,cooperate
23,33,defect
Generation: 29
5,45,cooperate
19,20,cooperate
Generation: 29
20,62,cooperate
0,29,defect
Generation: 29
42,37,defect
14,43,defect
Generation: 29
15,29,defect
29,17,cooperate
Generation: 29
45,54,defect
48,40,cooperate
Generation: 29
35,52,defect
2,38,defect
Generation: 29
10,38,defect
43,39,defect
Generation: 29
47,30,cooperate
16,38,defect
Generation: 29
49,32,defect
11,38,defect
Generation: 29
40,41,cooperate
26,26,defect
Generation: 29
22,42,defect
46,27,defect
Generation: 29
1,43,defect
12,40,defect
Generation: 29
44,44,defect
32,34,defect
Generation: 29
33,29,cooperate
18,40,cooperate
Generation: 29
30,36,defect
31,36,defect
Generation: 29
8,45,defect
3,46,defect
Generation: 30
30,38,defect
41,32,cooperate
Generation: 30
44,46,cooperate
9,35,defect
Generation: 30
21,51,defect
0,29,defect
Generation: 30
15,34,defect
8,47,defect
Generation: 30
48,40,defect
6,38,defect
Generation: 30
11,38,defect
37,45,defect
Generation: 30
49,34,defect
24,43,cooperate
Generation: 30
4,24,cooperate
1,45,cooperate
Generation: 30
28,38,cooperate
25,36,defect
Generation: 30
47,30,cooperate
18,40,cooperate
Generation: 30
46,27,defect
35,54,cooperate
Generation: 30
7,35,defect
36,26,defect
Generation: 30
34,38,defect
22,44,defect
Generation: 30
23,33,defect
2,38,defect
Generation: 30
12,40,defect
43,39,cooperate
Generation: 30
40,41,cooperate
39,47,cooperate
Generation: 30
17,37,cooperate
26,26,cooperate
Generation: 30
45,59,defect
10,40,defect
Generation: 30
5,48,defect
3,46,defect
Generation: 30
16,38,cooperate
33,32,cooperate
Generation: 30
20,62,cooperate
31,36,cooperate
Generation: 30
13,45,cooperate
14,43,defect
Generation: 30
32,34,defect
27,36,defect
Generation: 30
29,17,cooperate
19,20,defect
Generation: 30
42,39,defect
38,49,defect
Generation: 31
24,43,defect
21,53,defect
Generation: 31
41,32,cooperate
44,46,cooperate
Generation: 31
34,40,defect
14,43,defect
Generation: 31
29,17,defect
6,38,defect
Generation: 31
2,38,defect
26,26,defect
Generation: 31
27,36,defect
20,65,defect
Generation: 31
22,44,defect
37,45,cooperate
Generation: 31
11,40,cooperate
35,54,defect
Generation: 31
38,49,cooperate
32,36,cooperate
Generation: 31
42,41,cooperate
46,32,defect
Generation: 31
9,35,cooperate
40,44,cooperate
Generation: 31
10,40,cooperate
18,40,cooperate
Generation: 31
4,27,cooperate
48,42,cooperate
Generation: 31
7,37,defect
0,29,cooperate
Generation: 31
31,36,cooperate
3,46,cooperate
Generation: 31
8,47,defect
17,40,defect
Generation: 31
33,32,cooperate
25,36,defect
Generation: 31
13,45,defect
16,41,cooperate
Generation: 31
15,36,cooperate
1,45,cooperate
Generation: 31
49,39,cooperate
39,47,cooperate
Generation: 31
19,20,cooperate
43,39,defect
Generation: 31
12,45,defect
45,61,defect
Generation: 31
5,50,cooperate
36,26,defect
Generation: 31
30,43,cooperate
47,33,cooperate
Generation: 31
28,38,cooperate
23,35,cooperate
Generation: 32
36,26,defect
6,38,defect
Generation: 32
46,32,defect
40,44,defect
Generation: 32
34,42,defect
9,38,cooperate
Generation: 32
2,40,cooperate
27,38,cooperate
Generation: 32
43,39,defect
20,65,defect
Generation: 32
17,40,defect
30,46,cooperate
Generation: 32
42,41,cooperate
7,42,defect
Generation: 32
47,33,cooperate
10,43,cooperate
Generation: 32
48,42,cooperate
1,45,cooperate
Generation: 32
31,39,cooperate
13,50,cooperate
Generation: 32
45,61,defect
11,40,defect
Generation: 32
49,42,defect
3,46,defect
Generation: 32
12,47,defect
44,46,cooperate
Generation: 32
25,36,defect
37,45,defect
Generation: 32
19,20,cooperate
8,49,defect
Generation: 32
15,39,defect
39,47,defect
Generation: 32
38,52,defect
28,41,defect
Generation: 32
14,43,defect
26,26,defect
Generation: 32
29,19,defect
0,29,cooperate
Generation: 32
18,40,cooperate
5,50,cooperate
Generation: 32
21,53,cooperate
24,45,defect
Generation: 32
35,54,defect
23,35,defect
Generation: 32
16,41,cooperate
22,49,cooperate
Generation: 32
4,30,cooperate
33,32,cooperate
Generation: 32
32,36,cooperate
41,35,cooperate
Generation: 33
45,63,cooperate
48,45,cooperate
Generation: 33
3,46,defect
40,44,cooperate
Generation: 33
21,53,cooperate
10,43,cooperate
Generation: 33
11,40,cooperate
19,20,defect
Generation: 33
6,38,defect
13,50,defect
Generation: 33
9,38,defect
22,49,defect
Generation: 33
44,46,defect
37,45,defect
Generation: 33
30,46,defect
31,42,cooperate
Generation: 33
2,43,cooperate
18,43,defect
Generation: 33
27,38,defect
14,45,defect
Generation: 33
42,41,defect
4,33,defect
Generation: 33
0,29,defect
25,38,cooperate
Generation: 33
8,49,defect
46,34,defect
Generation: 33
38,54,defect
28,41,defect
Generation: 33
33,32,defect
43,41,defect
Generation: 33
29,24,defect
5,50,cooperate
Generation: 33
1,45,cooperate
36,28,defect
Generation: 33
17,45,defect
34,47,defect
Generation: 33
26,26,defect
23,35,defect
Generation: 33
12,52,defect
39,47,defect
Generation: 33
41,35,cooperate
49,44,cooperate
Generation: 33
35,56,defect
24,45,defect
Generation: 33
32,39,defect
47,36,defect
Generation: 33
20,65,defect
16,44,cooperate
Generation: 33
15,41,cooperate
7,42,defect
Generation: 34
39,47,defect
36,28,defect
Generation: 34
23,35,defect
43,41,defect
Generation: 34
22,49,defect
17,47,defect
Generation: 34
19,20,defect
16,44,cooperate
Generation: 34
31,42,cooperate
48,45,cooperate
Generation: 34
10,43,cooperate
47,36,cooperate
Generation: 34
28,41,cooperate
30,51,defect
Generation: 34
18,43,defect
21,56,defect
Generation: 34
14,45,defect
8,51,defect
Generation: 34
5,50,cooperate
3,51,defect
Generation: 34
15,41,defect
11,40,defect
Generation: 34
2,43,defect
9,40,defect
Generation: 34
27,40,defect
49,44,defect
Generation: 34
46,34,cooperate
40,44,defect
Generation: 34
24,45,defect
4,33,cooperate
Generation: 34
12,54,cooperate
1,45,cooperate
Generation: 34
41,38,defect
37,45,defect
Generation: 34
20,70,defect
44,48,defect
Generation: 34
29,29,defect
35,58,cooperate
Generation: 34
7,42,defect
0,34,defect
Generation: 34
42,43,defect
45,66,cooperate
Generation: 34
32,41,cooperate
6,40,defect
Generation: 34
33,34,cooperate
13,50,cooperate
Generation: 34
25,38,cooperate
34,47,defect
Generation: 34
26,28,defect
38,56,defect
Generation: 35
36,28,defect
11,40,defect
Generation: 35
31,45,defect
48,45,defect
Generation: 35
5,50,defect
18,45,defect
Generation: 35
46,34,cooperate
17,47,defect
Generation: 35
23,37,defect
28,41,defect
Generation: 35
20,72,defect
44,48,defect
Generation: 35
49,44,defect
21,56,defect
Generation: 35
39,49,defect
19,25,cooperate
Generation: 35
47,36,cooperate
40,44,defect
Generation: 35
0,34,defect
14,47,defect
Generation: 35
1,45,defect
4,33,defect
Generation: 35
35,58,defect
9,40,cooperate
Generation: 35
3,51,defect
26,30,defect
Generation: 35
25,38,cooperate
30,51,defect
Generation: 35
15,43,defect
22,51,defect
Generation: 35
42,48,defect
12,57,defect
Generation: 35
24,50,defect
34,47,cooperate
Generation: 35
8,51,cooperate
16,44,cooperate
Generation: 35
13,50,cooperate
43,41,cooperate
Generation: 35
45,66,cooperate
37,45,cooperate
Generation: 35
27,42,cooperate
33,37,defect
Generation: 35
29,34,defect
7,44,defect
Generation: 35
2,45,defect
6,40,defect
Generation: 35
38,56,defect
32,41,defect
Generation: 35
41,40,cooperate
10,46,cooperate
Generation: 36
26,30,defect
34,47,cooperate
Generation: 36
40,44,cooperate
35,63,defect
Generation: 36
49,46,defect
22,51,defect
Generation: 36
29,36,cooperate
2,47,cooperate
Generation: 36
15,45,cooperate
41,43,defect
Generation: 36
30,51,defect
14,47,defect
Generation: 36
8,54,defect
47,36,defect
Generation: 36
45,69,cooperate
11,40,cooperate
Generation: 36
13,53,cooperate
24,55,defect
Generation: 36
23,39,defect
48,45,defect
Generation: 36
19,25,cooperate
20,74,cooperate
Generation: 36
43,41,defect
17,47,defect
Generation: 36
0,36,cooperate
6,40,cooperate
Generation: 36
25,38,defect
7,44,defect
Generation: 36
42,50,defect
38,58,cooperate
Generation: 36
12,57,cooperate
27,42,cooperate
Generation: 36
4,33,cooperate
32,41,cooperate
Generation: 36
10,46,cooperate
33,37,defect
Generation: 36
31,47,defect
39,54,defect
Generation: 36
5,52,cooperate
21,56,cooperate
Generation: 36
9,40,defect
3,53,defect
Generation: 36
36,30,cooperate
37,45,cooperate
Generation: 36
1,47,cooperate
18,45,defect
Generation: 36
16,44,defect
46,34,defect
Generation: 36
44,48,defect
28,41,defect
Generation: 37
26,35,cooperate
44,50,cooperate
Generation: 37
4,36,cooperate
17,47,defect
Generation: 37
8,56,defect
48,45,defect
Generation: 37
3,53,defect
34,47,defect
Generation: 37
24,55,defect
33,37,defect
Generation: 37
16,46,defect
10,46,defect
Generation: 37
13,53,defect
22,51,defect
Generation: 37
0,39,defect
5,55,defect
Generation: 37
1,47,defect
40,44,cooperate
Generation: 37
6,40,defect
2,47,defect
Generation: 37
47,36,cooperate
28,41,cooperate
Generation: 37
32,41,cooperate
49,48,cooperate
Generation: 37
42,55,defect
14,47,cooperate
Generation: 37
37,45,cooperate
30,53,defect
Generation: 37
20,74,defect
29,39,cooperate
Generation: 37
38,58,defect
7,44,defect
Generation: 37
45,72,defect
9,42,defect
Generation: 37
11,40,defect
35,63,defect
Generation: 37
18,45,defect
19,28,defect
Generation: 37
43,43,defect
15,45,defect
Generation: 37
36,33,cooperate
21,56,cooperate
Generation: 37
39,54,cooperate
27,42,cooperate
Generation: 37
23,41,defect
41,43,cooperate
Generation: 37
31,49,defect
12,60,defect
Generation: 37
25,40,defect
46,34,defect
Generation: 38
43,45,cooperate
26,38,cooperate
Generation: 38
22,51,cooperate
28,41,cooperate
Generation: 38
23,46,cooperate
24,57,cooperate
Generation: 38
47,39,defect
20,79,defect
Generation: 38
34,47,cooperate
19,28,cooperate
Generation: 38
9,42,defect
14,47,defect
Generation: 38
10,46,defect
1,52,defect
Generation: 38
31,51,defect
29,39,cooperate
Generation: 38
38,60,cooperate
8,58,cooperate
Generation: 38
6,42,cooperate
46,34,defect
Generation: 38
42,60,defect
35,63,defect
Generation: 38
4,36,cooperate
39,57,cooperate
Generation: 38
30,53,defect
16,48,cooperate
Generation: 38
49,48,cooperate
45,74,defect
Generation: 38
5,55,defect
36,36,cooperate
Generation: 38
41,43,cooperate
44,50,cooperate
Generation: 38
12,60,cooperate
11,42,cooperate
Generation: 38
25,42,cooperate
48,45,defect
Generation: 38
3,55,defect
13,55,defect
Generation: 38
15,45,defect
18,47,defect
Generation: 38
0,41,defect
37,45,cooperate
Generation: 38
33,37,defect
17,47,cooperate
Generation: 38
7,44,defect
32,44,defect
Generation: 38
27,42,defect
40,44,defect
Generation: 38
2,47,defect
21,56,defect
Generation: 39
45,74,defect
7,46,defect
Generation: 39
25,42,defect
5,60,cooperate
Generation: 39
6,42,defect
12,63,defect
Generation: 39
13,55,defect
28,41,defect
Generation: 39
44,50,defect
24,57,defect
Generation: 39
38,63,defect
42,62,defect
Generation: 39
29,39,defect
36,36,defect
Generation: 39
40,44,defect
17,47,defect
Generation: 39
41,46,cooperate
39,57,cooperate
Generation: 39
15,47,cooperate
35,63,defect
Generation: 39
37,45,defect
8,58,cooperate
Generation: 39
20,79,cooperate
2,49,cooperate
Generation: 39
33,42,defect
22,54,defect
Generation: 39
10,48,defect
30,58,defect
Generation: 39
46,34,defect
27,44,defect
Generation: 39
0,46,cooperate
14,47,defect
Generation: 39
31,56,cooperate
9,44,defect
Generation: 39
47,41,defect
3,57,defect
Generation: 39
4,39,defect
11,42,defect
Generation: 39
21,56,defect
43,48,defect
Generation: 39
23,49,cooperate
34,50,cooperate
Generation: 39
16,48,cooperate
26,38,defect
Generation: 39
1,52,defect
49,48,defect
Generation: 39
32,44,defect
19,28,defect
Generation: 39
18,47,defect
48,45,defect
Generation: 40
30,58,defect
7,46,cooperate
Generation: 40
24,57,cooperate
43,48,defect
Generation: 40
21,58,defect
41,49,cooperate
Generation: 40
42,62,cooperate
36,36,defect
Generation: 40
28,41,defect
46,36,defect
Generation: 40
33,44,defect
11,42,defect
Generation: 40
17,47,defect
45,76,cooperate
Generation: 40
20,82,cooperate
10,50,cooperate
Generation: 40
15,47,cooperate
47,43,defect
Generation: 40
16,48,cooperate
29,41,defect
Generation: 40
49,48,defect
44,52,cooperate
Generation: 40
32,46,cooperate
18,49,defect
Generation: 40
38,65,defect
48,45,defect
Generation: 40
8,58,defect
6,44,cooperate
Generation: 40
27,44,cooperate
9,44,cooperate
Generation: 40
1,54,cooperate
40,46,cooperate
Generation: 40
25,47,defect
39,57,defect
Generation: 40
35,63,defect
2,49,defect
Generation: 40
19,28,cooperate
12,63,cooperate
Generation: 40
14,47,defect
31,56,defect
Generation: 40
37,50,cooperate
34,50,cooperate
Generation: 40
26,38,defect
3,57,defect
Generation: 40
5,60,cooperate
23,52,cooperate
Generation: 40
22,54,cooperate
0,46,cooperate
Generation: 40
4,41,defect
13,57,defect
Generation: 41
38,67,cooperate
21,63,cooperate
Generation: 41
0,46,cooperate
17,52,cooperate
Generation: 41
49,53,cooperate
2,49,cooperate
Generation: 41
9,44,defect
39,57,defect
Generation: 41
19,31,cooperate
12,63,cooperate
Generation: 41
28,43,cooperate
24,57,cooperate
Generation: 41
22,57,cooperate
27,47,cooperate
Generation: 41
15,47,cooperate
37,53,defect
Generation: 41
10,50,defect
13,57,defect
Generation: 41
14,49,defect
32,46,defect
Generation: 41
43,48,cooperate
31,56,defect
Generation: 41
29,41,cooperate
5,63,cooperate
Generation: 41
47,43,defect
46,36,cooperate
Generation: 41
23,52,defect
40,46,cooperate
Generation: 41
33,46,defect
18,49,defect
Generation: 41
44,52,defect
6,44,defect
Generation: 41
26,40,cooperate
8,63,defect
Generation: 41
41,49,cooperate
16,48,defect
Generation: 41
25,49,defect
35,65,cooperate
Generation: 41
36,36,cooperate
11,42,cooperate
Generation: 41
30,63,defect
3,57,defect
Generation: 41
48,45,cooperate
1,57,cooperate
Generation: 41
34,50,cooperate
4,43,defect
Generation: 41
7,46,defect
20,85,defect
Generation: 41
45,76,defect
42,62,cooperate
Generation: 42
37,53,defect
6,44,cooperate
Generation: 42
21,63,cooperate
32,46,cooperate
Generation: 42
38,70,cooperate
33,48,defect
Generation: 42
5,63,cooperate
35,65,defect
Generation: 42
39,57,defect
10,52,defect
Generation: 42
46,36,cooperate
48,48,defect
Generation: 42
9,46,defect
41,49,defect
Generation: 42
43,48,cooperate
47,48,cooperate
Generation: 42
28,46,cooperate
8,63,defect
Generation: 42
17,52,cooperate
26,40,cooperate
Generation: 42
14,51,defect
2,49,defect
Generation: 42
42,62,cooperate
0,49,cooperate
Generation: 42
30,65,defect
22,60,defect
Generation: 42
36,39,defect
19,34,cooperate
Generation: 42
31,56,defect
34,50,cooperate
Generation: 42
13,57,cooperate
27,47,cooperate
Generation: 42
49,56,cooperate
29,44,defect
Generation: 42
25,54,defect
44,54,defect
Generation: 42
12,63,defect
24,57,defect
Generation: 42
20,85,defect
16,48,cooperate
Generation: 42
40,46,cooperate
1,57,cooperate
Generation: 42
15,47,cooperate
4,43,defect
Generation: 42
11,42,defect
7,48,cooperate
Generation: 42
45,81,defect
3,57,defect
Generation: 42
18,49,defect
23,57,defect
Generation: 43
3,57,defect
1,57,defect
Generation: 43
25,56,defect
20,90,defect
Generation: 43
9,48,cooperate
48,48,defect
Generation: 43
2,49,defect
30,67,defect
Generation: 43
37,58,cooperate
42,65,cooperate
Generation: 43
43,51,defect
27,47,defect
Generation: 43
31,61,defect
41,49,defect
Generation: 43
32,46,defect
39,59,defect
Generation: 43
47,48,defect
44,54,defect
Generation: 43
28,46,defect
18,51,defect
Generation: 43
45,83,cooperate
23,57,defect
Generation: 43
8,63,defect
29,44,defect
Generation: 43
16,48,cooperate
12,65,cooperate
Generation: 43
4,43,defect
15,47,defect
Generation: 43
14,53,defect
26,40,cooperate
Generation: 43
40,49,cooperate
35,65,cooperate
Generation: 43
24,57,defect
0,49,defect
Generation: 43
11,47,defect
7,48,defect
Generation: 43
33,48,cooperate
6,44,defect
Generation: 43
5,63,defect
17,55,defect
Generation: 43
46,36,defect
13,60,defect
Generation: 43
21,66,defect
10,52,defect
Generation: 43
19,34,defect
38,70,defect
Generation: 43
36,44,cooperate
49,56,cooperate
Generation: 43
34,50,cooperate
22,60,cooperate
Generation: 44
6,44,defect
9,48,cooperate
Generation: 44
33,48,defect
4,45,defect
Generation: 44
37,61,cooperate
30,67,defect
Generation: 44
26,40,cooperate
20,90,cooperate
Generation: 44
1,57,cooperate
8,65,defect
Generation: 44
22,60,defect
10,52,defect
Generation: 44
7,48,defect
15,47,defect
Generation: 44
44,54,defect
46,38,cooperate
Generation: 44
16,51,defect
34,53,cooperate
Generation: 44
13,60,cooperate
35,65,defect
Generation: 44
24,59,defect
14,58,cooperate
Generation: 44
28,48,cooperate
0,49,defect
Generation: 44
25,58,defect
19,36,cooperate
Generation: 44
29,44,defect
3,59,defect
Generation: 44
42,65,cooperate
36,47,defect
Generation: 44
47,50,cooperate
2,51,cooperate
Generation: 44
40,52,cooperate
48,48,defect
Generation: 44
23,57,cooperate
45,83,cooperate
Generation: 44
5,65,defect
12,65,defect
Generation: 44
32,48,defect
49,56,defect
Generation: 44
18,51,defect
39,59,defect
Generation: 44
31,63,cooperate
17,55,cooperate
Generation: 44
38,70,cooperate
27,47,cooperate
Generation: 44
21,68,cooperate
11,49,cooperate
Generation: 44
41,49,defect
43,53,defect
Generation: 45
36,47,defect
14,58,defect
Generation: 45
46,38,defect
32,50,defect
Generation: 45
26,43,defect
43,53,defect
Generation: 45
18,53,cooperate
24,64,defect
Generation: 45
17,55,defect
8,65,defect
Generation: 45
41,51,defect
23,60,defect
Generation: 45
44,59,cooperate
9,48,cooperate
Generation: 45
15,47,cooperate
6,49,defect
Generation: 45
0,49,defect
28,48,defect
Generation: 45
39,59,defect
35,65,cooperate
Generation: 45
45,83,cooperate
47,53,cooperate
Generation: 45
42,65,cooperate
1,57,cooperate
Generation: 45
7,50,defect
12,65,defect
Generation: 45
20,90,defect
13,60,defect
Generation: 45
29,46,cooperate
16,56,defect
Generation: 45
19,36,defect
27,47,defect
Generation: 45
5,67,cooperate
22,62,cooperate
Generation: 45
3,59,defect
48,48,defect
Generation: 45
34,53,defect
25,63,defect
Generation: 45
11,49,defect
2,51,defect
Generation: 45
37,61,defect
10,52,defect
Generation: 45
31,66,cooperate
38,73,defect
Generation: 45
49,56,defect
30,67,defect
Generation: 45
40,52,cooperate
4,45,defect
Generation: 45
33,50,defect
21,71,defect
Generation: 46
21,71,defect
48,48,defect
Generation: 46
22,62,defect
35,65,cooperate
Generation: 46
29,46,cooperate
20,92,cooperate
Generation: 46
25,63,defect
34,55,defect
Generation: 46
19,38,defect
12,65,defect
Generation: 46
47,53,defect
2,51,defect
Generation: 46
3,61,defect
23,60,defect
Generation: 46
44,62,cooperate
14,58,cooperate
Generation: 46
5,70,defect
11,51,defect
Generation: 46
41,53,defect
30,67,defect
Generation: 46
10,52,defect
32,50,defect
Generation: 46
18,53,defect
8,65,defect
Generation: 46
0,51,defect
6,49,defect
Generation: 46
1,57,defect
27,47,defect
Generation: 46
46,40,defect
15,47,defect
Generation: 46
7,52,defect
31,66,cooperate
Generation: 46
16,56,defect
4,45,defect
Generation: 46
13,60,defect
9,48,cooperate
Generation: 46
45,86,defect
40,52,defect
Generation: 46
43,53,defect
24,64,defect
Generation: 46
33,52,defect
39,64,defect
Generation: 46
26,45,defect
28,48,defect
Generation: 46
37,63,cooperate
36,49,defect
Generation: 46
38,73,defect
42,68,defect
Generation: 46
49,58,defect
17,57,defect
Generation: 47
23,60,defect
32,50,defect
Generation: 47
20,92,defect
49,60,defect
Generation: 47
0,53,defect
48,48,cooperate
Generation: 47
12,65,cooperate
33,54,defect
Generation: 47
38,75,defect
34,55,defect
Generation: 47
22,67,defect
44,65,cooperate
Generation: 47
1,59,cooperate
19,40,cooperate
Generation: 47
9,48,defect
14,58,cooperate
Generation: 47
24,64,defect
28,48,defect
Generation: 47
45,88,cooperate
37,63,defect
Generation: 47
29,49,defect
42,68,defect
Generation: 47
11,51,defect
16,58,cooperate
Generation: 47
36,49,defect
21,73,defect
Generation: 47
31,66,defect
5,72,cooperate
Generation: 47
15,47,cooperate
43,55,cooperate
Generation: 47
6,49,defect
30,67,defect
Generation: 47
10,54,defect
47,55,defect
Generation: 47
4,45,defect
41,55,defect
Generation: 47
18,55,cooperate
40,52,defect
Generation: 47
17,57,cooperate
7,57,defect
Generation: 47
27,47,defect
8,65,defect
Generation: 47
25,65,cooperate
3,63,defect
Generation: 47
26,47,defect
46,42,defect
Generation: 47
35,65,defect
13,65,defect
Generation: 47
2,51,defect
39,64,defect
Generation: 48
7,57,cooperate
21,73,cooperate
Generation: 48
35,67,defect
44,65,defect
Generation: 48
29,51,defect
10,56,defect
Generation: 48
24,66,defect
39,64,defect
Generation: 48
40,52,cooperate
8,65,cooperate
Generation: 48
25,65,defect
26,49,defect
Generation: 48
3,63,cooperate
5,72,cooperate
Generation: 48
2,53,cooperate
13,65,cooperate
Generation: 48
48,48,cooperate
36,51,defect
Generation: 48
20,94,defect
16,58,defect
Generation: 48
17,57,defect
18,55,defect
Generation: 48
30,67,defect
38,77,defect
Generation: 48
23,62,defect
46,42,cooperate
Generation: 48
27,49,cooperate
11,56,cooperate
Generation: 48
12,65,cooperate
0,58,defect
Generation: 48
6,51,defect
34,55,defect
Generation: 48
1,62,defect
43,55,defect
Generation: 48
15,50,defect
41,55,cooperate
Generation: 48
9,53,defect
19,40,defect
Generation: 48
42,68,cooperate
49,60,cooperate
Generation: 48
31,71,defect
47,55,defect
Generation: 48
14,58,cooperate
28,48,cooperate
Generation: 48
22,72,cooperate
33,54,defect
Generation: 48
45,88,cooperate
4,47,defect
Generation: 48
37,63,defect
32,50,defect
Generation: 49
22,72,defect
20,96,defect
Generation: 49
16,58,defect
37,65,defect
Generation: 49
9,55,defect
11,56,defect
Generation: 49
7,60,cooperate
23,67,defect
Generation: 49
44,65,defect
26,49,cooperate
Generation: 49
41,55,defect
38,77,defect
Generation: 49
29,53,defect
45,88,defect
Generation: 49
17,59,defect
46,42,cooperate
Generation: 49
1,64,cooperate
10,56,cooperate
Generation: 49
0,58,cooperate
5,72,cooperate
Generation: 49
28,48,cooperate
25,67,cooperate
Generation: 49
3,66,defect
6,53,defect
Generation: 49
35,69,defect
14,61,cooperate
Generation: 49
15,55,cooperate
47,55,defect
Generation: 49
49,60,defect
21,73,defect
Generation: 49
42,71,defect
39,64,defect
Generation: 49
13,65,defect
12,65,defect
Generation: 49
24,68,defect
18,55,defect
Generation: 49
33,54,defect
43,55,defect
Generation: 49
32,50,defect
2,56,defect
Generation: 49
8,65,defect
34,55,defect
Generation: 49
30,69,cooperate
4,47,defect
Generation: 49
48,48,defect
31,73,defect
Generation: 49
27,52,defect
19,40,cooperate
Generation: 49
40,55,cooperate
36,51,defect
